model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	9.8423497	0	14	3.4161	-0.77656813	-6.0801495	-6.4347713	-0.985635	-6.4400618	-1.01135	1.4098351	-5.8062373	12.51	8.8258268e-05	-1.5857729e-05	1.5554727e-05	0.068271958	-9.3204458e-06	0.069794362	-2.0471719e-05	3.8289083e-06	-0.050556054	-1.2560842	1.8494726	-0.00010925154	-1.8503482	-5.8180734e-05	0.12396654	-2.3589515	2.0342	1	0.236	-1.9836481e-07	1.2836867	1.6661824	-0.49026481	-0.11928169	0.051523817	0.15807835	1.9996793	1.9600936	1.8627241	1.9993844	1.8627153	1.9993651	0.00052018692	1.6921509	1.1552165	-0.00018205718	1.6618872e-05	-1.1112484e-05	-0.086800557	6.4352525e-06	-0.088247949	3.9958134e-05	-4.3603612e-06	0.054948637	0.61759199	-1.3737906	0.00019903273	1.3740053	0.00010496899	-0.078953084	2.2761496	2	2	0	0	-111.47732	R0:S0:1	1.1552165	-145.5024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@09:10
2x2_2C_8b_C2v_L	9.8423123	0	14	3.4161	-0.74741544	-6.0791206	-6.4517567	-1.021	-6.4502849	-1.0157151	1.4019745	-5.8158513	12.52	-0.00028254503	4.110708e-05	-6.8854963e-06	-0.070833152	7.6229921e-06	-0.070475887	-1.0679485e-05	-4.8731408e-07	-0.047956441	-1.2553652	1.8507006	-4.2346029e-05	-1.8504676	-3.8228002e-05	-0.12413914	-2.3588999	2.0342	1	0.236	2.1342755e-07	1.2836852	1.6661853	-0.49026628	-0.11928658	0.0515257	0.15808114	1.9997059	1.9600495	1.8627273	1.9993525	1.8627261	1.9993574	0.00052131331	1.6921209	1.1552147	0.00058596451	-4.126378e-05	4.1908311e-06	0.089201881	-5.8761479e-06	0.08885084	2.1479407e-05	2.2539186e-06	0.052598482	0.61791127	-1.3738876	7.6490011e-05	1.3738545	6.8963978e-05	0.079049234	2.27624	2	2	0	0	-111.61105	R0:S0:1	1.1552147	-145.6624	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@09:22
2x2_2C_8b_C2v_L	9.8422471	0	14	3.4161	-0.71721469	-6.0782692	-6.46521	-1.0358301	-6.4667762	-1.0399933	1.4187318	-5.8288043	12.53	-0.00027211684	3.8733149e-05	-6.5680918e-06	0.072283037	-2.7583573e-05	0.072612363	-7.0612362e-06	-9.1806555e-08	-0.045296713	-1.2546525	1.8513371	4.6155814e-05	-1.8515887	-0.00018645403	0.12628146	-2.3596937	2.0342	1	0.236	3.6347334e-07	1.2836828	1.6661906	-0.4902695	-0.11929428	0.051528815	0.15807509	1.9997324	1.9600087	1.8627417	1.9993344	1.8627398	1.9993297	0.00053538186	1.6921063	1.1552	0.0005669888	-3.9922107e-05	7.4494604e-06	-0.090555327	2.1565218e-05	-0.090886031	1.35469e-05	3.0520194e-06	0.050150545	0.61817879	-1.373784	-8.376322e-05	1.373843	0.00033725865	-0.080175337	2.2763275	2	2	0	0	-111.75522	R0:S0:1	1.1552	-145.8224	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@09:33
2x2_2C_8b_C2v_L	9.8422125	0	14	3.4161	-0.7079745	-6.083682	-6.4794591	-1.05256	-6.4796808	-1.0539977	1.4301293	-5.8408768	12.54	0.0001881859	2.7912106e-05	8.8767276e-06	-0.073878812	-1.6972078e-06	-0.073959705	-7.8292601e-05	-1.1578916e-05	0.044075287	-1.2543759	1.8521023	5.9651685e-05	-1.852137	4.1294495e-06	-0.12796963	-2.3602732	2.0342	1	0.236	3.7549454e-07	1.2836812	1.6661955	-0.49027026	-0.11929938	0.05153085	0.15807114	1.9997442	1.9599901	1.8627469	1.9993141	1.8627482	1.9993131	0.00054648998	1.6920934	1.1551895	-0.00039215312	-2.9025706e-05	-6.0816872e-06	0.092041095	8.4980628e-07	0.092115478	0.0001530447	9.1424056e-06	-0.049020665	0.61828988	-1.3737876	-0.00010787165	1.3737842	-7.3363523e-06	0.081055254	2.2763934	2	2	0	0	-111.9293	R0:S0:1	1.1551895	-145.9824	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@09:45
2x2_2C_8b_C2v_L	9.8421873	0	14	3.4161	-0.6905314	-6.0865841	-6.4927146	-1.0673505	-6.4927694	-1.0665016	1.4256889	-5.8510811	12.55	-0.00095203864	-0.00012544514	3.3066853e-06	0.075290304	1.0040902e-05	0.075268867	-0.00011611141	1.8638014e-05	0.04232325	-1.2539179	1.8527114	-1.0714851e-05	-1.8527159	6.2029538e-05	0.12843791	-2.3603675	2.0342	1	0.236	-1.1276935e-06	1.28368	1.6661987	-0.4902706	-0.11930336	0.051532386	0.15807157	1.9997607	1.9599614	1.8627528	1.9992964	1.862754	1.9992965	0.00054962434	1.6920721	1.1551854	0.0019868168	0.00012835095	-4.9546368e-06	-0.093326729	-8.1804083e-06	-0.093316645	0.00022896571	-1.8715947e-05	-0.04738016	0.61849215	-1.373767	1.8696634e-05	1.3737597	-0.00011243344	-0.08130485	2.2764612	2	2	0	0	-112.069	R0:S0:1	1.1551854	-146.1424	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@09:57
2x2_2C_8b_C2v_L	9.8418268	0	14	3.4161	-0.61517552	-6.0477093	-6.504326	-1.0624965	-6.509779	-1.085952	1.437363	-5.8657405	12.56	-0.031574444	0.00013161855	-4.0926993e-06	-0.076340341	1.5733713e-05	-0.077828326	-0.00015235906	-2.2873155e-05	-0.0012893846	-1.2534646	1.8530333	-1.8623144e-05	-1.8539354	-9.2971679e-05	-0.13137953	-2.3615725	2.0342	1	0.236	1.1586972e-06	1.2836672	1.6662049	-0.49029167	-0.1193406	0.051547437	0.15808045	1.9997356	1.9595793	1.8627414	1.9992791	1.8627331	1.9992593	0.00056889966	1.69199	1.1551655	0.066936935	-0.00013468362	2.5821697e-06	0.094514713	-1.2434629e-05	0.095888947	0.00030038714	2.1553949e-05	0.001473868	0.62144843	-1.3736902	3.2786647e-05	1.373904	0.00016664999	0.082954421	2.276549	2	2	0	0	-112.00082	R0:S0:1	1.1551655	-146.3024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@10:08
2x2_2C_8b_C2v_L	9.8418203	0	14	3.4161	-0.62978017	-6.0613533	-6.5209621	-1.0871193	-6.5213139	-1.0892201	1.445797	-5.8778886	12.57	0.032519493	-1.7422958e-05	1.5190344e-06	0.078521165	-3.5071951e-06	0.078654735	1.5524591e-05	-3.0007017e-06	-0.00017470229	-1.2539226	1.8541889	-1.9462804e-05	-1.8542494	-2.6969996e-05	0.13294945	-2.3621599	2.0342	1	0.236	-4.6936506e-08	1.283666	1.6662109	-0.49028878	-0.11934466	0.051548997	0.15806806	1.9997237	1.9595802	1.8627472	1.9992504	1.862747	1.9992486	0.00057952961	1.6919846	1.155146	-0.068509212	1.7230393e-05	-1.1247203e-06	-0.096523863	3.4321345e-06	-0.096646857	-3.0090867e-05	1.1819313e-06	0.00019943488	0.62143085	-1.3737505	3.4903425e-05	1.3737623	4.834587e-05	-0.083771113	2.2765685	2	2	0	0	-112.23587	R0:S0:1	1.155146	-146.4624	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@10:17
2x2_2C_8b_C2v_L	9.84182	0	14	3.4161	-0.64777862	-6.07516	-6.5353295	-1.1036058	-6.5360279	-1.1068541	1.450802	-5.889164	12.58	-0.033559342	8.283914e-05	-1.0299884e-06	-0.080152306	9.1308313e-06	-0.080374901	-6.5949793e-05	-1.0698101e-05	-0.00074102326	-1.2544034	1.8549767	-1.2300336e-05	-1.8550958	-5.2624846e-05	-0.13416173	-2.3625361	2.0342	1	0.236	7.9465436e-07	1.2836648	1.6662168	-0.49028513	-0.11934845	0.051550402	0.15805597	1.9997102	1.95958	1.8627596	1.9992291	1.8627582	1.9992261	0.00058762372	1.6919716	1.1551271	0.070203877	-8.4696706e-05	1.0319179e-07	0.0980022	-8.2115375e-06	0.098209064	0.00013027411	1.2806042e-05	0.00084445257	0.62142782	-1.3736937	2.1637529e-05	1.3737234	9.4110203e-05	0.08439316	2.2765965	2	2	0	0	-112.49049	R0:S0:1	1.1551271	-146.6224	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@10:28
2x2_2C_8b_C2v_L	9.8418088	0	14	3.4161	0.6684656	-6.0904387	-6.5469859	-1.1075871	-6.5478029	-1.1130861	1.4639025	-5.9019748	12.59	-0.00023065141	-2.8138302e-05	-5.5281349e-06	0.081022009	6.2917199e-06	0.08132465	-5.1373138e-05	7.8734212e-06	-0.034774755	-1.2550481	1.8553072	3.3571681e-05	-1.8554521	3.7306963e-05	0.13610649	-2.3632927	2.0342	1	0.236	-3.4850495e-07	1.2836636	1.6662222	-0.49028342	-0.11935197	0.051551823	0.15804918	0.00030583844	1.9595829	1.8627575	1.9992178	1.8627539	1.999214	0.0006009076	1.6919744	1.1551141	0.00026226579	2.8941862e-05	3.5658601e-06	-0.098786135	-4.3242802e-06	-0.099044259	0.00010089907	-7.1618695e-06	0.072194297	0.62139391	-1.3736957	-6.0605721e-05	1.3737441	-6.72408e-05	-0.085395957	2.2765997	2	2	0	0	-111.3603	R0:S0:1	1.1551141	-146.7824	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@10:39
2x2_2C_8b_C2v_L	9.8418308	0	14	3.4161	-0.70012817	-6.1076345	-6.5625973	-1.133979	-6.5595423	-1.1157444	1.4593699	-5.9118353	12.6	0.03645839	4.9207297e-05	1.2735026e-05	-0.083176225	-4.1822295e-07	-0.082148049	3.668784e-05	8.4641521e-06	0.0004146631	-1.2559251	1.8563191	7.0698092e-05	-1.8557961	1.2603295e-05	-0.13653766	-2.3633153	2.0342	1	0.236	2.0746159e-07	1.2836629	1.6662275	-0.49027766	-0.11935412	0.051552513	0.15803885	1.9996713	1.9595838	1.8627597	1.99919	1.8627665	1.999203	0.00060361284	1.6919566	1.1550985	-0.074925461	-4.84012e-05	-1.0501837e-05	0.10067823	-1.9850983e-06	0.09979837	-7.166758e-05	-2.2366688e-06	-0.00046895236	0.621406	-1.3737567	-0.00012713636	1.3736231	-2.3049545e-05	0.085612052	2.2766097	2	2	0	0	-112.96908	R0:S0:1	1.1550985	-146.9424	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@10:50
2x2_2C_8b_C2v_L	9.8417897	0	14	3.4161	0.69064614	-6.1162084	-6.5767281	-1.1448569	-6.5755508	-1.1405806	1.4752002	-5.9252802	12.61	-7.430498e-05	-8.8480178e-06	1.2309264e-05	0.084587135	-1.0413737e-06	0.08429298	-1.0355831e-05	1.7644861e-06	-0.036411686	-1.2557891	1.8570578	-6.4036475e-05	-1.8568639	-5.3537472e-06	0.13875043	-2.364223	2.0342	1	0.236	-7.7546226e-08	1.2836609	1.6662337	-0.49027834	-0.11936037	0.051555025	0.15802653	0.00032756636	1.9595828	1.8627759	1.9991708	1.8627776	1.9991749	0.00061902929	1.6919534	1.1550774	8.4396909e-05	8.9671229e-06	-9.725993e-06	-0.10195979	-8.6145275e-07	-0.1016932	2.0479015e-05	-1.7585608e-06	0.074805335	0.62137474	-1.3736574	0.00011491518	1.3736119	9.534413e-06	-0.086751897	2.2766618	2	2	0	0	-111.78712	R0:S0:1	1.1550774	-147.1024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@11:03
2x2_2C_8b_C2v_L	9.8417533	0	14	3.4161	-0.70189203	-6.1291333	-6.5899087	-1.1594788	-6.5888697	-1.1499022	1.4976531	-5.9394982	12.62	0.037233437	1.6205778e-06	-2.7605605e-06	-0.086064651	2.4298795e-06	-0.085536601	5.2872812e-05	8.4062038e-06	5.8608612e-06	-1.2561629	1.8576638	-1.346212e-05	-1.857468	-1.0209081e-05	-0.14149704	-2.3653371	2.0342	1	0.236	-5.1002899e-08	1.283659	1.6662403	-0.49027854	-0.11936621	0.051557407	0.15801625	1.9996615	1.9595849	1.8627767	1.9991518	1.8627817	1.9991584	0.00063816482	1.6919577	1.1550581	-0.076091378	-1.3895242e-06	1.7482091e-06	0.10323594	-1.6492317e-06	0.10279653	-0.00010369756	-4.2964823e-06	-6.5382239e-06	0.62132735	-1.3736547	2.4111604e-05	1.3735913	1.8281919e-05	0.088153565	2.2766864	2	2	0	0	-113.38871	R0:S0:1	1.1550581	-147.2624	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@11:18
2x2_2C_8b_C2v_L	9.8417753	0	14	3.4161	0.7223941	-6.1448942	-6.6032398	-1.1637612	-6.6037582	-1.1690014	1.4900684	-5.9490361	12.63	0.00010722301	1.3877122e-05	6.3456866e-06	0.087098839	-2.1523363e-06	0.087383546	-8.1053514e-05	1.4608106e-05	-0.038520429	-1.2568629	1.8582535	-2.7420632e-05	-1.858355	-7.8106307e-06	0.14169228	-2.3652721	2.0342	1	0.236	-7.3213128e-08	1.2836584	1.6662451	-0.49027303	-0.11936812	0.051557995	0.15800514	0.00035647177	1.9595853	1.8627928	1.9991372	1.8627893	1.9991337	0.00063930904	1.6919385	1.1550423	-0.00012140112	-1.2874205e-05	-4.4573956e-06	-0.10418575	3.0058378e-07	-0.10441849	0.00015940089	-7.7410777e-06	0.078147643	0.62134118	-1.3735556	4.9420532e-05	1.3735952	1.4218399e-05	-0.088249139	2.2767025	2	2	0	0	-112.18019	R0:S0:1	1.1550423	-147.4224	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@11:34
2x2_2C_8b_C2v_L	9.8417367	0	14	3.4161	-0.73723041	-6.1582519	-6.6189271	-1.1852249	-6.6161639	-1.1711977	1.5150833	-5.9639255	12.64	0.039462883	1.7044622e-05	1.0872458e-06	-0.089130061	-1.0700603e-05	-0.088250774	-1.7007325e-07	-2.2948254e-07	0.00014406996	-1.257292	1.859266	7.7294991e-06	-1.8587932	6.363774e-05	-0.14472365	-2.3665505	2.0342	1	0.236	1.3406761e-07	1.2836564	1.6662523	-0.49027301	-0.11937453	0.051560613	0.15799053	1.9996309	1.9595877	1.8627955	1.99911	1.8628015	1.9991218	0.00066070361	1.6919469	1.1550176	-0.079574554	-1.7095919e-05	-3.8623064e-08	0.10595425	7.9882493e-06	0.105199	4.9686859e-07	1.0617287e-06	-0.00016307774	0.62128909	-1.3736024	-1.3757039e-05	1.3734834	-0.00011451781	0.089790456	2.2767188	2	2	0	0	-113.85765	R0:S0:1	1.1550176	-147.5824	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@11:47
2x2_2C_8b_C2v_L	9.8411651	0	14	3.4161	5.633534	-6.3407638	-6.6310539	-1.2016419	-6.6305331	-1.2014334	1.5369203	-5.9757515	12.65	0.3691072	-0.049681403	6.4103214e-07	0.090377111	3.7467217e-06	0.09033252	-0.00012772099	1.1368118e-05	0.14712346	-1.2208595	1.8596513	4.9692446e-05	-1.8595721	8.6866297e-05	0.14678022	-2.3670562	2.0342	1	0.236	-2.7087557e-05	1.2836345	1.6662732	-0.49030451	-0.11943186	0.051583727	0.15799591	0.0049501509	1.9631364	1.8627442	1.9990967	1.8627446	1.9990975	0.00067325499	1.6917905	1.1549379	-0.19307505	0.045607575	-3.1774359e-05	-0.10687851	2.9835165e-05	-0.10683178	0.00025421919	-0.00022822272	-0.14370196	0.59282039	-1.3737363	-0.00010360459	1.3737189	-0.00017052875	-0.090802701	2.276695	2	2	0	0	-112.97692	R0:S0:1	1.1549379	-147.7424	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@11:57
2x2_2C_8b_C2v_L	9.8417172	0	14	3.4161	-0.75449317	-6.183793	-6.6452623	-1.2042857	-6.6474816	-1.2132446	1.5209532	-5.9869638	12.66	0.040998741	1.3992166e-05	-1.0926628e-06	-0.09165752	-7.3364961e-06	-0.092248058	-0.0001307207	-2.4564806e-05	0.00011498144	-1.2580109	1.8604502	-9.4063848e-06	-1.8608176	3.3890668e-05	-0.14702918	-2.3673982	2.0342	1	0.236	4.538734e-07	1.2836537	1.6662635	-0.49026805	-0.11938285	0.051563768	0.15796812	1.9996095	1.9595868	1.86282	1.9990761	1.8628177	1.999068	0.00067705313	1.691927	1.1549813	-0.081934431	-1.5819266e-05	1.8437979e-06	0.10814355	5.6822158e-06	0.1086508	0.00025731422	1.5709022e-05	-0.00013036624	0.62127851	-1.3734221	1.6898287e-05	1.3734998	-6.0584138e-05	0.09096042	2.2767732	2	2	0	0	-114.31096	R0:S0:1	1.1549813	-147.9024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@12:11
2x2_2C_8b_C2v_L	9.8384214	0	14	3.4161	0.80461574	-6.205953	-7.0568963	-7.0107615	-6.6587652	-1.2422841	1.559272	-6.0022951	12.67	0.00017456857	-1.9279738e-05	-0.23880941	0.34968831	-2.1178989e-05	0.094182242	0.00010576643	-1.8184322e-05	0.043558253	-1.2592643	1.6125189	1.0943606	-1.8612063	-0.00013702829	0.15134653	-2.368626	2.0342	1	0.236	-5.755205e-07	1.2835513	1.6664096	-0.49051363	-0.1196579	0.051673295	0.15819769	0.00042479418	1.9595623	1.9037018	1.9530219	1.8632189	1.9990459	0.00070558747	1.6911826	1.1547573	-0.00019775049	1.7816649e-05	0.14288137	-0.20976434	6.3865855e-05	-0.11072967	-0.00020986236	6.2843155e-06	-0.085687595	0.62100064	-1.1460742	-0.78147906	1.3664853	0.00024718128	-0.093090639	2.2792078	2	2	0	0	-125.55395	R0:S0:1	1.1547573	-148.0624	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@12:30
2x2_2C_8b_C2v_L	9.8417172	0	14	3.4161	-0.80047994	-6.2169215	-6.6737346	-1.2262145	-6.6733082	-1.2271921	1.5320739	-6.0105521	12.68	0.043823594	8.9444784e-06	-2.4201315e-05	-0.094546918	-1.1865674e-05	-0.094550574	0.00010173544	2.0023754e-05	5.2255827e-05	-1.2595985	1.8619588	-0.00012411622	-1.8619008	6.7915177e-05	-0.14976243	-2.3683995	2.0342	1	0.236	-2.1673442e-07	1.2836514	1.6662749	-0.49026102	-0.11938981	0.051566395	0.15794319	1.9995689	1.9595921	1.8628342	1.999036	1.8628321	1.9990363	0.00069633266	1.691916	1.1549426	-0.086239462	-7.1776137e-06	1.9339479e-05	0.11065561	1.1150683e-05	0.11063986	-0.00020051996	-1.1169233e-05	-5.8694063e-05	0.62124107	-1.3733997	0.00022238356	1.3734022	-0.00012203343	0.092331858	2.2767811	2	2	0	0	-114.78088	R0:S0:1	1.1549426	-148.2224	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@12:47
2x2_2C_8b_C2v_L	9.8383878	0	14	3.4161	6.2426478	-0.8648036	-7.1064244	-6.9186441	-6.6869579	-1.2657484	1.5577221	-6.0245497	12.69	1.2612654	-0.047038877	-0.14314606	0.40297997	-1.2824281e-05	0.097144094	0.00028408937	-4.8887568e-05	-0.00016913856	0.0011975405	1.8457448	0.63916024	-1.8627033	-0.00013325118	0.1531469	-2.369268	2.0342	1	0.236	-2.6632407e-06	1.2835469	1.6664264	-0.490506	-0.11967066	0.051678029	0.15816034	0.040432556	1.9995242	1.8757943	1.9808057	1.8632656	1.9990051	0.00071834815	1.6911474	1.154695	-0.62097948	0.090850276	0.085371833	-0.24290363	0.00013928132	-0.1132961	-0.00056697761	5.574585e-06	0.00016395489	-0.0013375403	-1.3082353	-0.46184895	1.3660849	0.0002477065	-0.09399546	2.2792483	2	2	0	0	-115.02153	R0:S0:1	1.154695	-148.3824	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@13:04
2x2_2C_8b_C2v_L	9.8384132	0	14	3.4161	-0.84982408	-6.2500395	-6.6988185	1.2711855	-7.1374261	-6.6473189	1.5743024	-6.038445	12.7	0.046835654	3.3599116e-05	-5.1273279e-05	0.00039662378	-0.11835398	-0.40059558	-0.00034991057	4.6877089e-05	0.00034273079	-1.2610024	1.8630839	-0.098125792	-1.8828209	0.51990165	0.15556136	-2.3702952	2.0342	1	0.236	4.2215816e-06	1.2835465	1.6664308	-0.49050007	-0.11967315	0.051678965	0.15812774	1.9995276	1.9595657	1.8632944	0.0010080281	1.8714389	1.9852645	0.00073618685	1.6911558	1.1546629	-0.090539659	-3.3891142e-05	0.00033803295	-0.00073103147	0.070778427	0.24631069	0.00070737967	-3.8686297e-07	-0.00039463377	0.6209555	-1.3658661	0.11411134	1.3320317	-0.38707492	-0.095205172	2.2792592	2	2	0	0	-124.57044	R0:S0:1	1.1546629	-148.5424	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@13:25
2x2_2C_8b_C2v_L	9.8416436	0	14	3.4161	6.2593676	0.8419223	-6.7128891	-1.2495304	-6.7123122	1.2482655	1.5740553	-6.0509875	12.71	1.2611608	-0.00024328434	1.4859559e-05	0.098085607	1.2826604e-05	9.8070476e-05	-6.6932533e-05	1.2973522e-05	-3.0348243e-05	-0.046879925	1.8636457	-7.4809429e-05	-1.8635657	-0.0980092	0.15623891	-2.3711469	2.0342	1	0.236	-2.9831315e-07	1.2836466	1.6662927	-0.49025864	-0.11940425	0.051572222	0.15791083	0.040401928	0.00047543624	1.8628448	1.9989878	1.8628405	0.0010110975	0.00074348035	1.6919294	1.1548863	-0.62114017	0.00027324332	-9.3211127e-06	-0.11363777	-9.4197956e-06	-0.00017666725	0.00013214773	-8.3496926e-06	3.0371029e-05	0.090737946	-1.3733502	0.00013497918	1.3733654	0.11357399	-0.095572812	2.2768021	2	2	0	0	-98.702614	R0:S0:1	1.1548863	-148.7024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-21@14:09
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	script	time	
2x2_2C_8b_C2v_L	9.841645	0	14	3.4161	6.2594254	0.84222352	-6.7128691	-1.249313	-6.7123227	1.2475093	1.5740874	-6.050901	12.71	1.2611655	-0.00016914494	7.5240358e-06	0.098099896	1.1636198e-05	6.4276637e-05	-6.7716084e-05	1.2623286e-05	-2.815949e-05	-0.046872106	1.8636531	-3.065584e-05	-1.8635615	-0.097972707	0.15625375	-2.3711396	2.0342	1	0.236	-4.468488e-07	1.2836466	1.6662929	-0.49025847	-0.11940422	0.051572214	0.15791174	0.040401586	0.00047521187	1.8628416	1.9989875	1.8628432	0.0010107239	0.00074361108	1.691926	1.1548872	-0.62113629	0.00018993979	-6.6913212e-06	-0.11365718	-9.9925389e-06	-0.00011545413	0.00013308517	-1.0634544e-05	2.8683063e-05	0.090717598	-1.3733724	5.5115943e-05	1.3733453	0.11354996	-0.095581561	2.2768138	2	2	0	0	-98.702002	R0:S0:1	1.1548872	-148.7024	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-22@07:41
2x2_2C_8b_C2v_L	9.8416801	0	14	3.4161	6.2757395	0.86336105	-6.717457	-1.2250046	-6.721688	1.2399837	1.5553041	-6.0590729	12.72	1.2619447	5.3609414e-05	1.9194096e-05	0.097070457	-2.6182726e-05	-0.00014734219	-0.00068351227	0.00012738193	7.5112331e-06	-0.048228821	1.8628175	-0.00011144202	-1.8635059	-0.098123409	0.15548498	-2.3707158	2.0342	1	0.236	-1.4071781e-06	1.2836473	1.6662933	-0.49025483	-0.11940199	0.051571269	0.15792271	0.040401137	0.0004956269	1.86282	1.999002	1.8628206	0.0010130192	0.00073798638	1.6919154	1.1549002	-0.62116438	-5.9121963e-05	-1.206551e-05	-0.1127786	1.7815919e-05	0.0002662532	0.0013534959	-7.4080771e-05	-2.7258256e-07	0.092710521	-1.3733936	0.0002021517	1.373505	0.11367902	-0.095201572	2.2768007	2	2	0	0	-98.737024	R0:S0:1	1.1549002	-148.8624	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-22@07:45
2x2_2C_8b_C2v_L	9.8416474	0	14	3.4161	6.2878763	0.86798035	-6.736266	-1.2509697	-6.7367223	1.2523672	1.5714278	-6.072739	12.73	1.2622331	-6.2173457e-05	-2.7604911e-05	0.099601857	-1.1260777e-05	-5.754472e-05	-0.00025884024	5.1144215e-05	-6.2955443e-06	-0.048888548	1.8643197	0.00012633908	-1.8644033	-0.099746075	0.15784232	-2.3716868	2.0342	1	0.236	-6.9686635e-07	1.2836451	1.6663008	-0.49025351	-0.11940876	0.051573921	0.1579017	0.040401178	0.00050533545	1.8628449	1.9989664	1.862842	0.0010359009	0.00075520183	1.6919114	1.1548682	-0.62113754	7.0054821e-05	2.2640965e-05	-0.11493439	1.1903887e-05	0.00010406028	0.00051183526	-3.0127996e-05	9.6930356e-06	0.093654191	-1.3733375	-0.00022767886	1.3733712	0.11506816	-0.096371825	2.2768345	2	2	0	0	-98.927218	R0:S0:1	1.1548682	-149.0224	uncorrelated	2	8eae08f	v2.2.3	new_boucle_param.py	2023-09-22@07:51
